City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,mejit,10.2753,170.8646,82.26,84,100,26.57,MH,1699468619
290,quellon,-43.1167,-73.6167,51.4,73,100,5.1,CL,1699468619
291,bahia de caraquez,-0.6,-80.4167,84.38,75,74,13.06,EC,1699468620
292,port alfred,-33.5906,26.891,62.19,86,5,3.04,ZA,1699468620
293,camana,-16.6228,-72.7111,70.38,70,39,8.75,PE,1699468620
294,lhasa,29.65,91.1,36.66,52,83,5.53,CN,1699468620
295,port said,31.2565,32.2841,75.18,73,0,8.05,EG,1699468620
296,taiping,4.85,100.7333,79.83,98,100,2.06,MY,1699468335
297,colonia,50.9333,6.95,51.6,83,97,14.97,DE,1699467952
298,bagnols-sur-ceze,44.1599,4.6178,50.65,87,0,3.44,FR,1699468621
299,solnechnyy,50.7214,136.6319,17.02,91,100,1.36,RU,1699468621
300,san mateo del mar,16.2,-95.0,86.34,61,6,24.52,MX,1699468621
301,ancud,-41.8697,-73.8203,53.78,66,36,9.08,CL,1699468621
302,whitecourt,54.1502,-115.6855,38.44,52,75,16.11,CA,1699468621
303,hohhot,40.8106,111.6522,17.89,49,0,11.18,CN,1699468622
304,toliara,-23.35,43.6667,77.68,83,100,3.6,MG,1699468622
305,tolanaro,-25.0319,46.9987,77.07,78,40,18.41,MG,1699468622
306,khawr fakkan,25.3313,56.342,80.65,66,0,3.31,AE,1699468622
307,la paz,-16.5,-68.15,67.98,37,75,14.97,BO,1699468480
308,mugumu,-1.85,34.7,61.68,95,100,1.01,TZ,1699468623
309,south hedland,-20.4089,118.5983,78.73,89,0,3.44,AU,1699468623
310,arkhangel'sk,64.5401,40.5433,33.13,99,100,8.39,RU,1699468623
311,kamennogorsk,60.9545,29.1339,39.72,91,98,2.8,RU,1699468624
312,saskatoon,52.1168,-106.6345,35.58,69,20,25.32,CA,1699468522
313,yanchep,-31.55,115.6833,66.33,83,89,9.82,AU,1699468624
314,inhambane,-23.865,35.3833,73.38,83,20,9.22,MZ,1699468624
315,port douglas,-16.4833,145.4667,74.66,84,68,8.52,AU,1699468625
316,santa marta,11.2408,-74.199,93.25,74,20,4.61,CO,1699468625
317,laguna,38.421,-121.4238,66.29,49,0,10.36,US,1699468625
318,flin flon,54.7682,-101.865,30.04,93,100,4.61,CA,1699468625
319,tiaret,35.371,1.317,49.44,25,0,3.44,DZ,1699468626
320,port augusta,-32.5,137.7667,64.53,57,75,9.82,AU,1699468626
321,rojhan,28.6868,69.9534,77.67,35,3,2.98,PK,1699468626
322,al qusayr,34.5091,36.5798,65.64,65,0,1.45,SY,1699468627
323,tangalle,6.024,80.7911,75.36,89,93,3.89,LK,1699468627
324,kalibo (poblacion),11.7061,122.3644,79.18,90,100,7.81,PH,1699468627
325,tirunelveli,8.7333,77.7,79.05,83,100,3.58,IN,1699468628
326,saudarkrokur,65.7461,-19.6394,32.14,83,13,5.77,IS,1699468628
327,chui,-33.6971,-53.4616,68.29,66,70,10.51,UY,1699468628
328,lompoc,34.6391,-120.4579,74.52,48,0,12.66,US,1699468588
329,san luis,-33.295,-66.3356,81.93,14,0,11.14,AR,1699468629
330,walvis bay,-22.9575,14.5053,63.55,72,3,6.91,NA,1699468629
331,atar,20.5169,-13.0499,82.45,18,0,11.5,MR,1699468629
332,sferracavallo,42.726,12.0956,55.44,81,1,2.19,IT,1699468630
333,kidal,18.4411,1.4078,86.2,10,0,8.32,ML,1699468630
334,torghay,49.6339,63.4981,44.65,75,100,4.32,KZ,1699468630
335,raja,8.4596,25.678,78.91,66,11,3.67,SS,1699468630
336,kinablangan,7.6947,126.5503,78.48,86,98,3.36,PH,1699468632
337,moundou,8.5667,16.0833,82.58,51,96,3.53,TD,1699468632
338,awjilah,29.1081,21.2869,74.43,37,0,7.65,LY,1699468632
339,tejen,37.3834,60.5054,56.1,41,1,5.97,TM,1699468633
340,san jose del guaviare,2.5729,-72.6459,89.11,59,97,1.03,CO,1699468633
341,an nimas,19.1455,42.1201,59.49,50,55,7.94,SA,1699468633
342,kurumkan,54.3,110.3,17.13,82,97,4.0,RU,1699468634
343,kivioli,59.3531,26.9711,40.66,91,82,3.02,EE,1699468634
344,machico,32.7,-16.7667,68.63,75,40,6.91,PT,1699468634
345,cartaxo,39.1602,-8.7874,61.77,99,100,1.01,PT,1699468346
346,illizi,26.4833,8.4667,82.2,11,100,13.47,DZ,1699468635
347,san luis rio colorado,32.4631,-114.7767,73.9,18,0,21.34,MX,1699468537
348,corumba,-19.0092,-57.6533,105.51,31,0,12.66,BR,1699468478
349,hirara,24.8,125.2833,70.07,88,40,5.75,JP,1699468636
350,vinzili,56.9594,65.7708,32.56,89,71,4.34,RU,1699468636
351,melekeok village,7.4957,134.6367,81.16,89,40,3.44,PW,1699468637
352,page,36.9147,-111.4558,56.68,32,0,3.44,US,1699468637
353,sao jose da coroa grande,-8.8978,-35.1478,81.1,67,1,11.48,BR,1699468637
354,attapeu,14.8,106.8333,74.97,92,26,1.19,LA,1699468638
355,constitucion,-35.3333,-72.4167,64.31,56,0,18.01,CL,1699468638
356,anqing,30.5092,117.0506,64.69,80,100,1.3,CN,1699468595
357,yerofey pavlovich,53.9667,121.9667,12.94,89,100,4.88,RU,1699468639
358,palmer,42.1584,-72.3287,44.15,41,75,13.8,US,1699468639
359,trinidad,-14.8333,-64.9,98.58,41,40,9.22,BO,1699468639
360,nagqu,31.5,92.0,17.53,60,100,2.1,CN,1699468639
361,carnarvon,-24.8667,113.6333,69.04,77,0,20.8,AU,1699468640
362,kem',64.9555,34.5793,30.61,85,91,8.14,RU,1699468640
363,le vauclin,14.5452,-60.8388,87.85,66,75,11.5,MQ,1699468640
364,iquitos,-3.7481,-73.2472,87.84,70,75,4.61,PE,1699468641
365,ambodifotatra,-16.9833,49.85,77.83,78,8,3.74,MG,1699468642
366,kabompo,-13.5927,24.2008,66.52,90,100,8.19,ZM,1699468642
367,klyuchi,52.2667,79.1667,32.92,57,100,7.34,RU,1699468608
368,aberystwyth,52.4155,-4.0829,50.9,74,100,14.63,GB,1699468643
369,sechura,-5.5569,-80.8222,80.67,54,15,16.13,PE,1699468645
370,inirida,3.8653,-67.9239,87.78,65,42,2.55,CO,1699468479
371,vila velha,-20.3297,-40.2925,80.55,67,0,12.66,BR,1699468647
372,kourou,5.1552,-52.6478,89.65,66,74,11.65,GF,1699468648
373,korla,41.7597,86.1469,43.9,25,93,0.58,CN,1699468648
374,kencong,-8.2833,113.3667,77.38,87,63,0.87,ID,1699468649
375,tingi,-11.3,35.0333,73.87,42,7,8.81,TZ,1699468649
376,aral,40.5156,81.2636,45.9,23,17,1.72,CN,1699468649
377,paita,-5.0892,-81.1144,73.33,71,14,19.13,PE,1699468649
378,lipkovo,42.1564,21.5853,49.23,85,99,5.84,MK,1699468650
379,leua,48.2156,18.6071,48.49,76,40,4.09,SK,1699468380
380,nhamunda,-2.1861,-56.7131,92.28,44,100,3.71,BR,1699468650
381,ozherel'ye,54.7961,38.2672,45.59,91,100,4.21,RU,1699468650
382,ramanuj ganj,23.8,83.7,62.19,54,0,4.05,IN,1699468651
383,ujae,8.9322,165.7642,82.98,79,93,22.12,MH,1699468651
384,tshabong,-26.05,22.45,79.65,13,0,9.69,BW,1699468651
385,tianpeng,30.9866,103.9393,63.63,74,99,2.46,CN,1699468651
386,sorong,-0.8833,131.25,77.9,89,100,6.69,ID,1699468651
387,ghat,24.9647,10.1728,78.01,12,100,7.07,LY,1699468652
388,brisas de zicatela,15.8369,-97.0419,88.32,48,0,6.91,MX,1699468652
389,zyryanovsk,49.7386,84.2719,15.28,93,16,0.78,KZ,1699468652
390,san martin,-33.081,-68.4681,75.74,13,0,12.3,AR,1699468652
391,san felipe,10.3399,-68.7425,92.64,44,24,7.52,VE,1699468653
392,happy valley-goose bay,53.3168,-60.3315,28.71,86,100,21.85,CA,1699468653
393,stornoway,58.2093,-6.3865,42.76,85,40,17.27,GB,1699468653
394,vilyuysk,63.7553,121.6247,-3.95,93,100,3.76,RU,1699468390
395,namtsy,62.7161,129.6658,-15.05,99,97,2.48,RU,1699468654
396,tarko-sale,64.9225,77.785,30.06,93,100,20.45,RU,1699468654
397,krasnokholm,51.5979,54.1567,45.32,83,73,9.69,RU,1699468654
398,tocopilla,-22.092,-70.1979,68.11,68,25,5.53,CL,1699468655
399,oliver,49.1831,-119.5524,42.44,75,6,1.14,CA,1699468565
400,fortuna,40.5982,-124.1573,53.98,94,0,3.44,US,1699468364
401,i-n-salah,27.1935,2.4607,85.3,9,19,9.24,DZ,1699468656
402,diapaga,12.0708,1.7889,86.77,18,67,6.33,BF,1699468656
403,novyy urgal,51.0736,132.5642,20.41,95,100,1.9,RU,1699468657
404,karratha,-20.7377,116.8463,80.62,37,0,13.96,AU,1699468657
405,serdar,38.9764,56.2757,59.16,44,0,1.05,TM,1699468657
406,mammoth lakes,37.6485,-118.9721,37.26,46,0,4.61,US,1699468658
407,fereydun kenar,36.6864,52.5225,61.54,74,6,9.46,IR,1699468658
408,tselinnoye,53.0833,85.6667,22.17,98,95,1.92,RU,1699468658
409,yorkton,51.2167,-102.4677,33.64,93,100,16.11,CA,1699468581
410,eyl,7.9803,49.8164,79.43,75,29,16.73,SO,1699468659
411,egersund,58.4513,5.9997,47.08,83,100,25.14,NO,1699468659
412,lamu,-2.2717,40.902,77.22,83,100,2.21,KE,1699468659
413,yuanping,38.7153,112.7575,37.42,25,0,11.81,CN,1699468660
414,vernon,50.2581,-119.2691,45.23,93,23,4.61,CA,1699468520
415,sao benedito do rio preto,-3.3336,-43.5283,102.38,20,100,3.87,BR,1699468660
416,zakynthos,37.7914,20.8953,65.64,88,20,3.44,GR,1699468660
417,masterton,-40.9597,175.6575,45.88,84,93,4.72,NZ,1699468661
418,yanbu,24.0891,38.0637,87.84,42,0,5.75,SA,1699468661
419,kilindoni,-7.9139,39.6668,79.93,80,10,9.44,TZ,1699468661
420,akjoujt,19.6969,-14.4164,77.16,26,100,11.61,MR,1699468661
421,long beach,33.767,-118.1892,77.16,52,0,1.99,US,1699468443
422,encarnacion de diaz,21.5167,-102.2333,73.81,14,5,3.04,MX,1699468661
423,hilo,19.7297,-155.09,79.61,71,75,5.75,US,1699468561
424,gazojak,41.1875,61.4036,53.76,47,6,10.67,TM,1699468662
425,hadibu,12.65,54.0333,79.38,73,29,7.18,YE,1699468662
426,khandyga,62.6667,135.6,-30.48,100,10,2.35,RU,1699468662
427,saynshand,44.8824,110.1163,5.77,78,3,14.67,MN,1699468662
428,gatesville,31.4352,-97.7439,81.36,66,0,11.5,US,1699468663
429,ar ruways,24.1103,52.7306,79.52,60,0,7.81,AE,1699468663
430,enshi,30.3,109.4833,60.6,97,86,1.86,CN,1699468663
431,colares,38.7992,-9.4469,64.76,89,20,18.01,PT,1699468663
432,timbuktu,16.7735,-3.0074,87.84,16,92,11.21,ML,1699468663
433,morehead city,34.7229,-76.726,76.03,54,0,8.05,US,1699468368
434,bollullos par del condado,37.3413,-6.5397,60.48,64,100,2.84,ES,1699468663
435,hami,42.8,93.45,38.84,31,95,4.9,CN,1699468664
436,oltinko'l,40.8011,72.1634,56.08,80,100,0.36,UZ,1699468664
437,kyneton,-37.25,144.4333,54.07,95,80,5.01,AU,1699468664
438,kitimat,54.0524,-128.6534,42.69,63,100,1.36,CA,1699468664
439,lillehammer,61.1146,10.4674,33.85,99,100,1.81,NO,1699468665
440,sinabang,2.4803,96.3801,78.6,85,100,3.87,ID,1699468665
441,urangan,-25.3,152.9,67.73,64,0,9.17,AU,1699468665
442,ghatanji,20.1333,78.3167,71.06,47,38,1.97,IN,1699468665
443,pionerskiy,54.9508,20.2275,48.15,85,99,24.02,RU,1699468665
444,sidrolandia,-20.9319,-54.9614,98.65,27,75,11.68,BR,1699468665
445,bonthe,7.5264,-12.505,79.63,85,59,6.67,SL,1699468666
446,atherton,53.5237,-2.4935,47.43,82,100,7.34,GB,1699468666
447,kafanchan,9.5833,8.3,73.62,50,40,1.12,NG,1699468666
448,khon kaen,16.5,102.0833,76.46,84,72,3.15,TH,1699468666
449,zapolyarnyy,69.4154,30.8136,27.68,86,42,1.63,RU,1699468642
450,tongliao,43.6125,122.2653,25.68,89,100,5.55,CN,1699468667
451,kununurra,-15.7667,128.7333,78.78,83,39,2.3,AU,1699468667
452,iron river,46.0927,-88.6423,36.36,97,100,6.51,US,1699468667
453,sao joao da barra,-21.6403,-41.0511,82.49,64,0,14.56,BR,1699468667
454,bamboo flat,11.7,92.7167,78.89,94,20,2.3,IN,1699468667
455,itacarambi,-15.1022,-44.0919,88.74,36,0,3.51,BR,1699468667
456,foundiougne,14.1333,-16.4667,95.05,21,96,7.52,SN,1699468668
457,terenozek,45.05,64.9833,50.52,81,100,17.22,KZ,1699468668
458,monroe,43.1501,-77.6831,39.42,67,100,5.75,US,1699468449
459,mahajanga,-15.7167,46.3167,82.42,74,20,5.75,MG,1699468668
460,sisophon,13.5859,102.9737,75.54,95,100,3.78,KH,1699468668
461,babai,22.7,77.9333,69.78,45,100,0.87,IN,1699468669
462,saint-christol-les-ales,44.0833,4.0833,49.95,86,52,2.42,FR,1699468669
463,lautoka,-17.6167,177.4667,76.86,83,100,6.91,FJ,1699468669
464,cercado abajo,18.7268,-71.5174,81.01,64,73,4.29,DO,1699468669
465,kapit,2.0167,112.9333,74.05,100,100,2.26,MY,1699468669
466,mukalla,14.5425,49.1242,79.68,68,16,0.13,YE,1699468670
467,playa del carmen,20.6274,-87.0799,86.02,58,40,6.91,MX,1699468670
468,masuguru,-11.3667,38.4167,85.14,54,1,11.43,TZ,1699468670
469,northam,51.0333,-4.2167,49.24,83,100,11.39,GB,1699468670
470,mpulungu,-8.7623,31.1141,77.0,69,98,2.04,ZM,1699468670
471,sinop,41.7711,34.8709,60.12,57,99,8.72,TR,1699468671
472,madhupur,24.25,86.65,67.39,49,0,5.12,IN,1699468671
473,pangoa,-12.1167,-73.0,89.87,47,100,3.6,PE,1699468671
474,brookings,44.3114,-96.7984,53.46,63,0,20.71,US,1699468442
475,oranjemund,-28.55,16.4333,59.04,75,0,20.98,NA,1699468671
476,ribeira brava,32.65,-17.0667,68.63,70,54,4.21,PT,1699468672
477,myeik,12.4333,98.6,78.84,85,43,2.08,MM,1699468672
478,nueva gerona,21.8833,-82.8,81.73,63,46,10.29,CU,1699468672
479,sanming,26.2486,117.6186,66.06,96,40,1.81,CN,1699468672
480,canavieiras,-15.675,-38.9472,79.23,58,15,9.69,BR,1699468672
481,chernyshevskiy,63.0128,112.4714,-12.24,100,25,1.99,RU,1699468672
482,abu dhabi,24.4667,54.3667,84.94,56,0,4.61,AE,1699468424
483,tidjikja,18.5564,-11.4271,75.78,19,45,9.89,MR,1699468673
484,kayes,14.0,-11.0,88.95,19,76,7.43,ML,1699468673
485,puerto baquerizo moreno,-0.9,-89.6,81.59,69,75,18.41,EC,1699468673
486,general mosconi,-23.1851,-62.303,108.99,20,100,11.92,AR,1699468673
487,eraan,9.0629,117.7016,77.27,90,99,1.28,PH,1699468673
488,den helder,52.9599,4.7593,51.98,94,75,28.99,NL,1699468674
489,olinda,-8.0089,-34.8553,83.93,65,40,16.11,BR,1699468674
490,lorengau,-2.0226,147.2712,79.97,85,94,10.29,PG,1699468640
491,nuuk,64.1835,-51.7216,32.61,86,75,3.44,GL,1699468674
492,okhotsk,59.3833,143.3,-1.61,86,43,13.4,RU,1699468674
493,rio grande,-32.035,-52.0986,77.11,77,99,6.02,BR,1699468675
494,margate,51.3813,1.3862,51.31,95,100,7.0,GB,1699468675
495,serhiyivka,46.0272,30.3768,59.77,66,100,10.2,UA,1699468675
496,nar'yan-mar,67.6713,53.087,33.12,100,100,8.99,RU,1699468675
497,ulladulla,-35.35,150.4667,55.76,80,100,3.58,AU,1699468675
498,al bardiyah,31.7561,25.0865,70.25,80,5,4.16,LY,1699468676
499,tilcara,-23.5776,-65.3509,61.05,68,84,9.17,AR,1699468676
500,kimbe,-5.5502,150.1429,76.05,90,100,5.23,PG,1699468676
501,dzhalagash,45.0833,64.6667,49.91,83,100,16.17,KZ,1699468676
502,aripuana,-9.1667,-60.6333,90.28,48,100,0.92,BR,1699468631
503,fiche,9.8,38.7333,48.81,62,73,5.46,ET,1699468677
504,lionel town,17.8101,-77.2406,89.49,62,96,5.7,JM,1699468677
505,kudat,6.8837,116.8477,75.13,100,100,0.0,MY,1699468677
506,kirakira,-10.4544,161.9205,78.33,86,92,7.99,SB,1699468677
507,mogocha,53.7333,119.7667,11.3,83,100,3.69,RU,1699468677
508,pointe-noire,-4.7761,11.8635,78.44,89,100,3.09,CG,1699468677
509,celestun,20.8667,-90.4,83.14,60,35,11.36,MX,1699468678
510,ta`u,-14.2336,-169.5144,80.83,82,100,15.99,AS,1699468678
511,la palma,33.8464,-118.0467,77.09,47,20,1.99,US,1699468678
512,miri,4.4148,114.0089,75.34,94,40,3.44,MY,1699468678
513,rosarito,32.3333,-117.0333,69.48,50,100,13.71,MX,1699468679
514,holualoa,19.6228,-155.9522,75.09,82,100,4.61,US,1699468679
515,almeirim,-1.5233,-52.5817,99.97,26,50,5.73,BR,1699468679
516,wotho,10.1657,166.0102,82.36,77,97,21.65,MH,1699468679
517,valenca,-13.3703,-39.0731,79.9,66,41,7.87,BR,1699468680
518,carauari,-4.8828,-66.8958,92.98,42,59,2.37,BR,1699468680
519,qom,34.6401,50.8764,62.17,44,0,3.78,IR,1699468680
520,chinde,26.8418,88.0763,53.46,80,3,4.47,NP,1699468680
521,valdivia,-39.8142,-73.2459,60.89,55,81,4.9,CL,1699468681
522,richards bay,-28.783,32.0377,67.66,76,98,6.38,ZA,1699468681
523,mananjary,-21.2167,48.3333,74.57,84,100,7.47,MG,1699468681
524,toamasina,-18.1667,49.3833,75.2,94,40,3.44,MG,1699468681
525,bien hoa,10.95,106.8167,82.38,93,100,4.41,VN,1699468682
526,andergrove,-21.0833,149.1833,70.65,75,36,9.91,AU,1699468682
527,laojunmiao,39.8333,97.7333,32.18,37,45,3.27,CN,1699468682
528,amnat charoen,15.9167,104.75,74.43,87,60,7.74,TH,1699468682
529,victoria falls,-17.9235,25.843,86.85,33,96,4.12,ZW,1699468618
530,gonabad,34.3529,58.6837,55.18,67,6,10.07,IR,1699468683
531,mahina,-17.5065,-149.489,80.37,74,20,3.44,PF,1699468683
532,mugia,43.1041,-9.2179,60.17,77,37,10.56,ES,1699468683
533,harstad,68.799,16.5293,35.15,95,34,4.85,NO,1699468683
534,salalah,17.0151,54.0924,80.69,65,0,3.44,OM,1699468683
535,akrehamn,59.2667,5.1833,48.42,66,75,16.11,NO,1699468683
536,kismayo,-0.3582,42.5454,79.79,81,100,4.88,SO,1699468684
537,saldanha,-33.0117,17.9442,60.85,76,0,21.16,ZA,1699468684
538,kogalym,62.2654,74.4791,28.22,92,100,13.2,RU,1699468684
539,hammerfest,70.6634,23.6821,32.45,74,75,12.66,NO,1699468684
540,strezhevoy,60.7333,77.5889,24.96,96,61,8.99,RU,1699468685
541,mogadishu,2.0371,45.3438,81.93,79,10,9.35,SO,1699468640
542,calama,-22.4667,-68.9333,82.89,8,0,24.16,CL,1699468628
543,taltal,-25.4,-70.4833,64.9,71,33,4.92,CL,1699468685
544,bilozerka,46.6248,32.4425,58.75,80,100,9.08,UA,1699468685
545,capayan,-28.761,-66.0502,93.79,24,0,8.95,AR,1699468686
546,ebon,4.582,168.6964,81.55,83,100,10.65,MH,1699468686
547,taco pozo,-25.6167,-63.2833,97.3,29,0,7.83,AR,1699468686
548,pahrump,36.2083,-115.9839,63.25,21,0,13.0,US,1699468686
549,bac lieu,9.285,105.7244,79.11,88,100,8.61,VN,1699468686
550,hamilton,39.1834,-84.5333,79.75,59,20,13.8,US,1699468419
551,paris,48.8534,2.3488,55.58,79,100,18.41,FR,1699468260
552,saint-paul,-21.0096,55.2707,75.31,98,10,1.9,RE,1699468687
553,gadzhiyevo,69.2551,33.3362,26.85,77,100,1.88,RU,1699468687
554,robat karim,35.4846,51.0829,60.66,54,0,0.0,IR,1699468687
555,quepos,9.4236,-84.1652,83.93,81,77,5.35,CR,1699468687
556,yacuiba,-22.038,-63.6797,99.37,36,7,9.22,BO,1699468687
557,reggane,26.7158,0.1714,80.04,26,100,11.59,DZ,1699468688
558,volovets,48.7109,23.1851,39.25,97,36,1.36,UA,1699468688
559,djibo,14.1022,-1.6306,90.86,15,100,7.05,BF,1699468688
560,karukh,34.4811,62.5863,49.05,76,13,12.57,AF,1699468688
561,hoemul-li,41.4339,129.67,44.37,74,20,4.59,KP,1699468688
562,port pirie,-33.1833,138.0167,62.85,48,4,5.79,AU,1699468689
563,kathu,7.9178,98.3332,78.62,80,11,4.83,TH,1699468689
564,cidreira,-30.1811,-50.2056,74.48,72,100,4.99,BR,1699468689
565,lloydminster,53.2835,-110.0016,34.02,69,20,21.85,CA,1699468524
566,chakulia,22.4833,86.7167,68.05,51,2,4.94,IN,1699468690
567,belyy yar,53.6039,91.3903,8.49,85,100,0.0,RU,1699468691
568,mata de sao joao,-12.5303,-38.2992,80.35,81,80,7.92,BR,1699468691
569,sarandi del yi,-33.35,-55.6333,77.74,56,52,7.43,UY,1699468697
570,new norfolk,-42.7826,147.0587,58.91,99,48,1.25,AU,1699468697
571,tamandare,-8.7597,-35.1047,81.3,66,0,11.05,BR,1699468697
572,opuwo,-18.0607,13.84,76.5,27,0,10.29,NA,1699468697
573,hauterive,46.0901,3.4459,48.99,70,74,6.49,FR,1699468697
574,at taj,24.2049,23.2857,75.22,22,0,10.67,LY,1699468698
575,usogorsk,63.4106,48.6872,38.66,99,100,7.16,RU,1699468698
576,coquimbo,-29.9533,-71.3436,67.73,63,0,17.27,CL,1699468677
577,onega,63.9061,38.1404,30.78,92,100,7.02,RU,1699468698
578,belomorsk,64.5232,34.7668,32.61,80,100,6.87,RU,1699468698
579,jayapura,-2.5333,140.7,76.39,89,87,4.65,ID,1699468651
580,kiruna,67.8557,20.2251,25.72,100,100,3.44,SE,1699468699
581,torbali,38.1519,27.3622,63.63,84,6,2.46,TR,1699468699
582,ust'-kulom,61.6864,53.6902,34.47,97,100,4.83,RU,1699468699
